threshold,tp,fp,fn,tn,accuracy,precision,recall,f1,tpr,fpr
0.27,869,3810,0,2821,0.492,0.18572344518059414,1.0,0.31326604181687095,1.0,0.5745739707434776
0.28,869,3692,0,2939,0.5077333333333334,0.19052839289629467,1.0,0.32007366482504607,1.0,0.5567787664002413
0.29,869,3564,0,3067,0.5248,0.19602977667493796,1.0,0.3278008298755187,1.0,0.537475493892324
0.3,869,3465,0,3166,0.538,0.20050761421319796,1.0,0.3340380549682875,1.0,0.5225456190619816
0.31,869,3368,0,3263,0.5509333333333334,0.2050979466603729,1.0,0.34038386212299254,1.0,0.5079173578645755
0.32,869,3240,0,3391,0.568,0.21148697980043807,1.0,0.34913619927681805,1.0,0.4886140853566581
0.33,869,3139,0,3492,0.5814666666666667,0.21681636726546907,1.0,0.356366618823047,1.0,0.4733825968933796
0.34,869,3035,0,3596,0.5953333333333334,0.2225922131147541,1.0,0.364131573433899,1.0,0.45769868798069674
0.35,869,2946,0,3685,0.6072,0.22778505897771953,1.0,0.37105038428693426,1.0,0.44427688131503545
0.36,869,2857,0,3774,0.6190666666666667,0.2332259796027912,1.0,0.37823721436343855,1.0,0.43085507464937417
0.37,869,2779,0,3852,0.6294666666666666,0.2382127192982456,1.0,0.3847686517600177,1.0,0.419092142964862
0.38,869,2691,0,3940,0.6412,0.24410112359550562,1.0,0.39241363738993007,1.0,0.4058211431156688
0.39,869,2611,0,4020,0.6518666666666667,0.24971264367816093,1.0,0.39963209933318006,1.0,0.3937565977982205
0.4,869,2526,0,4105,0.6632,0.2559646539027982,1.0,0.40759849906191364,1.0,0.3809380183984316
0.41,869,2434,0,4197,0.6754666666666667,0.26309415682712683,1.0,0.41658676893576224,1.0,0.367063791283366
0.42,869,2361,0,4270,0.6852,0.2690402476780186,1.0,0.42400585508660654,1.0,0.3560548936811944
0.43,869,2278,0,4353,0.6962666666666667,0.2761360025421036,1.0,0.43276892430278885,1.0,0.34353792791434173
0.44,869,2200,0,4431,0.7066666666666667,0.2831541218637993,1.0,0.44134078212290506,1.0,0.3317749962298296
0.45,869,2127,0,4504,0.7164,0.29005340453938583,1.0,0.44967658473479943,1.0,0.320766098627658
0.46,869,2048,0,4583,0.7269333333333333,0.2979088104216661,1.0,0.4590596936080296,1.0,0.3088523601266777
0.47,869,1970,0,4661,0.7373333333333333,0.30609369496301514,1.0,0.46871628910463864,1.0,0.29708942844216557
0.48,869,1893,0,4738,0.7476,0.3146270818247647,1.0,0.47865601762599835,1.0,0.28547730357412154
0.49,869,1813,0,4818,0.7582666666666666,0.32401193139448176,1.0,0.48943959448042806,1.0,0.2734127582566732
0.5,869,1743,0,4888,0.7676,0.33269525267993877,1.0,0.4992818155702385,1.0,0.2628562811039059
0.51,869,1672,0,4959,0.7770666666666667,0.341991341991342,1.0,0.5096774193548387,1.0,0.2521489971346705
0.52,869,1595,0,5036,0.7873333333333333,0.35267857142857145,1.0,0.5214521452145215,1.0,0.24053687226662646
0.53,868,1518,1,5113,0.7974666666666667,0.36378876781223807,0.998849252013809,0.5333333333333333,0.998849252013809,0.22892474739858243
0.54,868,1436,1,5195,0.8084,0.3767361111111111,0.998849252013809,0.5471162937283328,0.998849252013809,0.21655858844819786
0.55,868,1373,1,5258,0.8168,0.38732708612226685,0.998849252013809,0.5581993569131832,0.998849252013809,0.20705775901070728
0.56,868,1326,1,5305,0.8230666666666666,0.39562443026435734,0.998849252013809,0.5667646098596147,0.998849252013809,0.1999698386367064
0.57,868,1255,1,5376,0.8325333333333333,0.40885539331135184,0.998849252013809,0.5802139037433155,0.998849252013809,0.18926255466747097
0.58,868,1214,1,5417,0.838,0.4169068203650336,0.998849252013809,0.5882751609623856,0.998849252013809,0.18307947519227868
0.59,868,1149,1,5482,0.8466666666666667,0.4303420922161626,0.998849252013809,0.6015246015246015,0.998849252013809,0.17327703212185191
0.6,867,1087,2,5544,0.8548,0.4437052200614125,0.997698504027618,0.6142401700318809,0.997698504027618,0.16392700950082945
0.61,866,1042,3,5589,0.8606666666666667,0.45387840670859536,0.996547756041427,0.6236946344976593,0.996547756041427,0.15714070275976474
0.62,866,981,3,5650,0.8688,0.4688684353004873,0.996547756041427,0.6377025036818852,0.996547756041427,0.14794148695521037
0.63,866,923,3,5708,0.8765333333333334,0.4840693124650643,0.996547756041427,0.6516177577125659,0.996547756041427,0.13919469160006032
0.64,866,874,3,5757,0.8830666666666667,0.49770114942528737,0.996547756041427,0.6638558834802607,0.996547756041427,0.1318051575931232
0.65,865,816,4,5815,0.8906666666666667,0.5145746579417013,0.9953970080552359,0.6784313725490195,0.9953970080552359,0.12305836223797316
0.66,862,770,7,5861,0.8964,0.5281862745098039,0.9919447640966629,0.6893242702918833,0.9919447640966629,0.11612124868044035
0.67,860,742,9,5889,0.8998666666666667,0.5368289637952559,0.9896432681242808,0.6960744637798462,0.9896432681242808,0.11189865781933343
0.68,859,694,10,5937,0.9061333333333333,0.553122987765615,0.9884925201380897,0.7093311312964492,0.9884925201380897,0.10465993062886443
0.69,859,649,10,5982,0.9121333333333334,0.5696286472148541,0.9884925201380897,0.7227597812368531,0.9884925201380897,0.09787362388779973
0.7,858,609,11,6022,0.9173333333333333,0.5848670756646217,0.9873417721518988,0.7345890410958905,0.9873417721518988,0.09184135122907555
0.71,858,547,11,6084,0.9256,0.61067615658363,0.9873417721518988,0.7546174142480212,0.9873417721518988,0.08249132860805308
0.72,857,508,12,6123,0.9306666666666666,0.6278388278388278,0.9861910241657077,0.7672336615935541,0.9861910241657077,0.07660986276579701
0.73,853,466,16,6165,0.9357333333333333,0.6467020470053071,0.9815880322209436,0.7797074954296161,0.9815880322209436,0.07027597647413664
0.74,852,435,17,6196,0.9397333333333333,0.662004662004662,0.9804372842347526,0.7903525046382189,0.9804372842347526,0.0656009651636254
0.75,847,411,22,6220,0.9422666666666667,0.6732909379968204,0.9746835443037974,0.7964268923366244,0.9746835443037974,0.061981601568390894
0.76,843,388,26,6243,0.9448,0.6848090982940699,0.9700805523590333,0.8028571428571428,0.9700805523590333,0.05851304478962449
0.77,840,359,29,6272,0.9482666666666667,0.700583819849875,0.9666283084004603,0.8123791102514506,0.9666283084004603,0.054139647112049466
0.78,835,335,34,6296,0.9508,0.7136752136752137,0.9608745684695051,0.81902893575282,0.9608745684695051,0.05052028351681496
0.79,830,304,39,6327,0.9542666666666667,0.7319223985890653,0.9551208285385501,0.8287568647029456,0.9551208285385501,0.045845272206303724
0.8,827,274,42,6357,0.9578666666666666,0.7511353315168029,0.9516685845799769,0.8395939086294416,0.9516685845799769,0.041321067712260594
0.81,822,252,47,6379,0.9601333333333333,0.7653631284916201,0.9459148446490219,0.8461142563046835,0.9459148446490219,0.038003317749962295
0.82,814,234,55,6397,0.9614666666666667,0.7767175572519084,0.9367088607594937,0.8492436098069901,0.9367088607594937,0.03528879505353642
0.83,800,214,69,6417,0.9622666666666667,0.7889546351084813,0.9205983889528193,0.8497079129049389,0.9205983889528193,0.032272658724174334
0.84,791,198,78,6433,0.9632,0.7997977755308392,0.9102416570771001,0.8514531754574811,0.9102416570771001,0.029859749660684665
0.85,776,180,93,6451,0.9636,0.8117154811715481,0.8929804372842347,0.8504109589041097,0.8929804372842347,0.027145226964258785
0.86,767,156,102,6475,0.9656,0.8309859154929577,0.8826237054085155,0.8560267857142858,0.8826237054085155,0.02352586336902428
0.87,761,142,108,6489,0.9666666666666667,0.8427464008859358,0.8757192174913694,0.8589164785553048,0.8757192174913694,0.021414567938470817
0.88,755,119,114,6512,0.9689333333333333,0.8638443935926774,0.8688147295742232,0.8663224325874928,0.8688147295742232,0.017946011159704418
0.89,748,96,121,6535,0.9710666666666666,0.8862559241706162,0.8607594936708861,0.8733216579100993,0.8607594936708861,0.014477454380938018
0.9,729,89,140,6542,0.9694666666666667,0.89119804400978,0.8388952819332566,0.8642560758743331,0.8388952819332566,0.013421806665661288
0.91,715,77,154,6554,0.9692,0.9027777777777778,0.8227848101265823,0.8609271523178809,0.8227848101265823,0.011612124868044036
0.92,700,65,169,6566,0.9688,0.9150326797385621,0.8055235903337169,0.8567931456548348,0.8055235903337169,0.009802443070426783
0.93,684,53,185,6578,0.9682666666666667,0.9280868385345997,0.7871116225546605,0.8518057285180574,0.7871116225546605,0.007992761272809531
0.94,663,41,206,6590,0.9670666666666666,0.9417613636363636,0.762945914844649,0.8429752066115702,0.762945914844649,0.006183079475192279
0.95,648,35,221,6596,0.9658666666666667,0.9487554904831625,0.7456846950517837,0.8350515463917526,0.7456846950517837,0.005278238576383653
0.96,620,28,249,6603,0.9630666666666666,0.9567901234567902,0.713463751438435,0.8174027686222808,0.713463751438435,0.004222590861106922
0.97,588,14,281,6617,0.9606666666666667,0.9767441860465116,0.6766398158803222,0.7994561522773622,0.6766398158803222,0.002111295430553461
0.98,551,6,318,6625,0.9568,0.9892280071813285,0.6340621403912543,0.7727910238429172,0.6340621403912543,0.0009048408988086261
0.99,458,0,411,6631,0.9452,1.0,0.5270425776754891,0.690278824415976,0.5270425776754891,0.0
1.0,0,0,869,6631,0.8841333333333333,0.0,0.0,0.0,0.0,0.0
